customerID;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn;SampleWeight
"4998-IKFSE";"Female";0;"No";"No";30;"Yes";"Yes";"Fiber optic";"No";"No";"Yes";"No";"Yes";"Yes";"Month-to-month";"No";"Electronic check";100,450000;3096,900000;"No";2,768325
"6331-LWDTQ";"Male";0;"No";"No";10;"Yes";"Yes";"DSL";"No";"No";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Credit card (automatic)";72,150000;794,250000;"Yes";1,000000
"0727-IWKVK";"Male";0;"Yes";"No";9;"Yes";"No";"Fiber optic";"No";"Yes";"Yes";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";79,900000;741,700000;"Yes";1,000000
"2481-SBOYW";"Female";0;"No";"Yes";61;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"Yes";"Credit card (automatic)";25,000000;1498,350000;"No";2,768325
"1832-PEUTS";"Male";0;"Yes";"Yes";62;"Yes";"Yes";"Fiber optic";"No";"No";"Yes";"No";"Yes";"No";"Two year";"Yes";"Credit card (automatic)";89,100000;5411,650000;"No";2,768325
"0580-PIQHM";"Female";0;"Yes";"Yes";41;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"Yes";"No";"No";"Yes";"One year";"Yes";"Bank transfer (automatic)";101,600000;3930,550000;"No";2,768325
"3026-ATZYV";"Female";0;"Yes";"Yes";37;"Yes";"No";"DSL";"Yes";"Yes";"No";"No";"Yes";"Yes";"One year";"No";"Bank transfer (automatic)";75,100000;2658,800000;"No";2,768325
"8718-PTMEZ";"Female";0;"No";"No";13;"No";"No phone service";"DSL";"No";"Yes";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";31,050000;347,250000;"Yes";1,000000
"2207-OBZNX";"Male";0;"No";"No";7;"Yes";"No";"DSL";"Yes";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Mailed check";51,000000;354,050000;"Yes";1,000000
"6437-UKHMV";"Female";0;"No";"No";7;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"Yes";"No";"Month-to-month";"Yes";"Electronic check";79,700000;586,050000;"Yes";1,000000
"6538-POCHL";"Male";0;"No";"No";33;"Yes";"No";"Fiber optic";"No";"Yes";"Yes";"No";"No";"No";"Month-to-month";"Yes";"Credit card (automatic)";79,000000;2576,800000;"No";2,768325
"1114-CENIM";"Male";0;"No";"Yes";54;"Yes";"Yes";"DSL";"No";"Yes";"No";"No";"No";"No";"Month-to-month";"Yes";"Credit card (automatic)";55,000000;3092,650000;"Yes";1,000000
"6060-DRTNL";"Female";1;"No";"No";5;"Yes";"No";"Fiber optic";"No";"No";"Yes";"No";"Yes";"No";"Month-to-month";"Yes";"Mailed check";84,850000;415,550000;"Yes";1,000000
"0196-VULGZ";"Female";1;"Yes";"No";6;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"No";"Yes";"Month-to-month";"Yes";"Electronic check";84,350000;474,900000;"Yes";1,000000
"4631-OACRM";"Male";1;"No";"No";15;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"Yes";"Month-to-month";"Yes";"Electronic check";79,400000;1156,100000;"Yes";1,000000
"7139-JZFVG";"Male";0;"Yes";"Yes";60;"Yes";"No";"DSL";"Yes";"Yes";"Yes";"No";"No";"No";"Two year";"No";"Bank transfer (automatic)";60,500000;3694,450000;"No";2,768325
"3755-JBMNH";"Male";1;"Yes";"No";16;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Bank transfer (automatic)";71,800000;1167,800000;"Yes";1,000000
"6010-DDPPW";"Male";0;"Yes";"No";70;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Bank transfer (automatic)";25,150000;1940,850000;"No";2,768325
"0248-PGHBZ";"Female";1;"No";"No";67;"Yes";"No";"Fiber optic";"Yes";"Yes";"No";"Yes";"Yes";"No";"Two year";"Yes";"Bank transfer (automatic)";92,450000;6140,850000;"No";2,768325
"2892-GESUL";"Female";0;"Yes";"Yes";18;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Mailed check";19,350000;309,250000;"No";2,768325
"6546-OPBBH";"Male";0;"Yes";"Yes";51;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"One year";"Yes";"Mailed check";23,950000;1216,350000;"No";2,768325
"0778-NELLA";"Male";0;"No";"No";9;"No";"No phone service";"DSL";"No";"No";"No";"No";"Yes";"No";"Month-to-month";"Yes";"Credit card (automatic)";34,700000;296,100000;"Yes";1,000000
"6804-GDMOI";"Female";0;"No";"No";61;"Yes";"Yes";"Fiber optic";"No";"No";"Yes";"Yes";"Yes";"Yes";"Two year";"Yes";"Electronic check";106,600000;6428,400000;"Yes";1,000000
"2270-CHBFN";"Female";0;"Yes";"No";44;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"Yes";"Yes";"No";"No";"Month-to-month";"Yes";"Credit card (automatic)";95,100000;4060,550000;"No";2,768325
"5550-VFRLC";"Female";1;"No";"No";1;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";69,850000;69,850000;"Yes";1,000000
"7601-DHFWZ";"Female";0;"No";"No";48;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Credit card (automatic)";24,000000;1183,050000;"No";2,768325
"2657-ALMWY";"Female";1;"Yes";"No";26;"Yes";"No";"Fiber optic";"No";"Yes";"No";"No";"No";"Yes";"Month-to-month";"No";"Electronic check";84,950000;2169,750000;"Yes";1,000000
"7228-OMTPN";"Male";0;"No";"No";4;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";88,450000;370,650000;"Yes";1,000000
"4508-OEBEY";"Male";0;"Yes";"No";31;"Yes";"No";"DSL";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"One year";"Yes";"Credit card (automatic)";75,500000;2424,450000;"No";2,768325
"2308-STERM";"Female";0;"No";"No";2;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"No";"Mailed check";19,400000;61,050000;"No";2,768325
"6284-AHOOQ";"Male";1;"No";"No";22;"Yes";"Yes";"Fiber optic";"No";"No";"No";"Yes";"Yes";"No";"Month-to-month";"Yes";"Bank transfer (automatic)";90,500000;1910,600000;"Yes";1,000000
"3799-ISUZQ";"Male";0;"Yes";"Yes";7;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Bank transfer (automatic)";69,950000;529,500000;"Yes";1,000000
"1794-HBQTJ";"Female";0;"No";"No";1;"Yes";"No";"DSL";"Yes";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Credit card (automatic)";48,600000;48,600000;"Yes";1,000000
"4818-DRBQT";"Male";0;"Yes";"No";29;"Yes";"Yes";"Fiber optic";"No";"Yes";"No";"No";"No";"No";"Month-to-month";"Yes";"Bank transfer (automatic)";80,150000;2265,250000;"Yes";1,000000
"3301-VKTGC";"Male";0;"Yes";"Yes";68;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"No";"No";"No";"No";"One year";"Yes";"Bank transfer (automatic)";85,500000;5696,600000;"No";2,768325
"1493-AMTIE";"Male";0;"No";"No";1;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"Yes";"Bank transfer (automatic)";20,200000;20,200000;"Yes";1,000000
"9555-SAHUZ";"Female";0;"Yes";"Yes";38;"Yes";"No";"DSL";"Yes";"Yes";"No";"No";"No";"No";"Month-to-month";"No";"Electronic check";54,500000;2076,050000;"No";2,768325
"5028-HTLJB";"Male";1;"No";"No";1;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"No";"Mailed check";20,050000;20,050000;"Yes";1,000000
"4423-JWZJN";"Male";0;"Yes";"Yes";64;"Yes";"Yes";"Fiber optic";"No";"No";"Yes";"No";"No";"Yes";"One year";"No";"Credit card (automatic)";90,250000;5629,150000;"No";2,768325
"5143-WMWOG";"Male";0;"No";"No";1;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"No";"Electronic check";19,950000;19,950000;"Yes";1,000000
"5393-RXQSZ";"Male";0;"No";"No";1;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"Yes";"Month-to-month";"No";"Electronic check";79,600000;79,600000;"Yes";1,000000
"7452-FOLON";"Male";0;"No";"Yes";39;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"One year";"No";"Bank transfer (automatic)";25,450000;958,450000;"No";2,768325
"0231-LXVAP";"Male";0;"No";"No";1;"Yes";"No";"Fiber optic";"No";"No";"No";"Yes";"No";"No";"Month-to-month";"Yes";"Electronic check";75,900000;75,900000;"Yes";1,000000
"9444-JTXHZ";"Male";0;"Yes";"No";1;"Yes";"No";"Fiber optic";"No";"No";"Yes";"No";"No";"No";"Month-to-month";"No";"Electronic check";76,200000;76,200000;"Yes";1,000000
"6147-CBCRA";"Female";0;"Yes";"No";33;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"No";"Mailed check";20,050000;669,450000;"No";2,768325
"2371-JQHZZ";"Male";0;"Yes";"No";24;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";93,000000;2248,050000;"No";2,768325
"4396-KLSEH";"Male";0;"No";"No";4;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"Yes";"Electronic check";19,850000;63,000000;"No";2,768325
"3244-DCJWY";"Female";0;"No";"No";1;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";70,250000;70,250000;"Yes";1,000000
"6469-QJKZW";"Female";0;"Yes";"No";4;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"No";"Electronic check";20,150000;91,400000;"No";2,768325
"6370-ZVHDV";"Female";0;"Yes";"No";61;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Bank transfer (automatic)";25,300000;1554,900000;"No";2,768325
"6982-UQZLY";"Female";1;"Yes";"No";1;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"Yes";"Mailed check";20,850000;20,850000;"Yes";1,000000
"2522-WLNSF";"Female";1;"Yes";"No";34;"Yes";"No";"DSL";"No";"No";"Yes";"Yes";"Yes";"No";"One year";"No";"Bank transfer (automatic)";64,200000;2106,300000;"No";2,768325
"5057-LCOUI";"Female";0;"No";"No";39;"No";"No phone service";"DSL";"No";"No";"Yes";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";50,750000;2011,400000;"Yes";1,000000
"0336-KXKFK";"Male";0;"No";"No";72;"No";"No phone service";"DSL";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Two year";"Yes";"Credit card (automatic)";61,200000;4390,250000;"No";2,768325
"0654-HMSHN";"Male";0;"Yes";"Yes";21;"Yes";"Yes";"Fiber optic";"No";"Yes";"Yes";"No";"Yes";"Yes";"Month-to-month";"No";"Electronic check";104,400000;2157,950000;"Yes";1,000000
"3785-NRHYR";"Male";0;"No";"No";1;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"No";"Mailed check";19,650000;19,650000;"No";2,768325
"5196-SGOAK";"Female";0;"No";"No";1;"Yes";"No";"Fiber optic";"No";"Yes";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";75,700000;75,700000;"Yes";1,000000
"7072-MBHEV";"Female";1;"Yes";"Yes";11;"Yes";"Yes";"Fiber optic";"No";"No";"Yes";"No";"No";"No";"Month-to-month";"Yes";"Credit card (automatic)";78,100000;864,850000;"No";2,768325
"2325-WINES";"Female";0;"No";"No";32;"Yes";"Yes";"Fiber optic";"No";"Yes";"Yes";"No";"Yes";"Yes";"One year";"Yes";"Credit card (automatic)";104,050000;3416,850000;"No";2,768325
"3096-JRDSO";"Female";1;"Yes";"No";27;"Yes";"Yes";"Fiber optic";"Yes";"No";"No";"Yes";"Yes";"Yes";"Month-to-month";"Yes";"Bank transfer (automatic)";104,300000;2867,750000;"Yes";1,000000
"6408-WHTEF";"Male";0;"Yes";"Yes";72;"Yes";"Yes";"DSL";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Two year";"Yes";"Mailed check";89,400000;6376,550000;"No";2,768325
"9251-AWQGT";"Female";0;"Yes";"Yes";48;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Mailed check";20,000000;935,900000;"No";2,768325
"0932-YIXYU";"Female";0;"No";"No";47;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Credit card (automatic)";20,250000;1029,800000;"No";2,768325
"4583-PARNH";"Male";1;"Yes";"No";16;"Yes";"No";"Fiber optic";"No";"No";"Yes";"Yes";"No";"Yes";"Month-to-month";"Yes";"Electronic check";91,550000;1540,050000;"No";2,768325
"8645-KOMJQ";"Male";0;"Yes";"Yes";69;"Yes";"Yes";"DSL";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Two year";"Yes";"Bank transfer (automatic)";81,950000;5601,400000;"No";2,768325
"2237-ZFSMY";"Female";0;"No";"No";39;"Yes";"No";"Fiber optic";"Yes";"No";"Yes";"Yes";"Yes";"No";"One year";"Yes";"Electronic check";95,550000;3692,850000;"Yes";1,000000
"6711-VTNRE";"Female";0;"No";"No";36;"Yes";"No";"Fiber optic";"No";"No";"Yes";"Yes";"No";"Yes";"Month-to-month";"Yes";"Electronic check";87,550000;3078,100000;"Yes";1,000000
"4548-SDBKE";"Female";0;"No";"No";5;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"Yes";"No";"Month-to-month";"Yes";"Electronic check";85,200000;474,800000;"Yes";1,000000
"7854-EKTJL";"Female";0;"No";"Yes";2;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"Yes";"Electronic check";19,600000;35,850000;"Yes";1,000000
"9102-IAYHT";"Female";0;"Yes";"Yes";17;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"No";"Yes";"Month-to-month";"Yes";"Electronic check";85,450000;1451,600000;"Yes";1,000000
"8099-MZPUJ";"Male";0;"Yes";"Yes";48;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Two year";"No";"Credit card (automatic)";111,800000;5443,650000;"No";2,768325
"9507-EXLTT";"Female";0;"Yes";"No";1;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"Yes";"No";"Month-to-month";"Yes";"Bank transfer (automatic)";79,350000;79,350000;"Yes";1,000000
"0402-OAMEN";"Female";0;"Yes";"Yes";72;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Bank transfer (automatic)";24,450000;1709,100000;"No";2,768325
"7136-RVDTZ";"Male";1;"No";"No";70;"No";"No phone service";"DSL";"No";"No";"No";"No";"Yes";"Yes";"One year";"Yes";"Electronic check";45,250000;3264,450000;"Yes";1,000000
"9391-YZEJW";"Female";0;"No";"No";62;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"Yes";"Yes";"One year";"Yes";"Bank transfer (automatic)";94,000000;5757,200000;"No";2,768325
"9873-MNDKV";"Female";0;"No";"No";11;"Yes";"No";"DSL";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Mailed check";44,650000;472,250000;"No";2,768325
"7526-IVLYU";"Male";0;"No";"No";3;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"Yes";"Mailed check";19,650000;68,350000;"No";2,768325
"3410-MHHUM";"Female";0;"Yes";"Yes";44;"Yes";"Yes";"Fiber optic";"No";"Yes";"Yes";"No";"No";"Yes";"One year";"No";"Electronic check";94,400000;4295,350000;"No";2,768325
"4550-EVXNY";"Female";0;"No";"Yes";1;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";69,650000;69,650000;"Yes";1,000000
"2968-SSGAA";"Female";0;"No";"No";10;"Yes";"Yes";"Fiber optic";"No";"No";"Yes";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";100,600000;1060,200000;"Yes";1,000000
"4844-JJWUY";"Female";1;"No";"No";1;"Yes";"No";"Fiber optic";"No";"Yes";"No";"No";"No";"Yes";"Month-to-month";"Yes";"Electronic check";86,000000;86,000000;"Yes";1,000000
"6603-YRDCJ";"Male";0;"Yes";"No";33;"Yes";"No";"DSL";"Yes";"Yes";"No";"Yes";"No";"No";"Two year";"Yes";"Mailed check";61,050000;2018,400000;"No";2,768325
"3538-WZPHD";"Male";0;"No";"No";3;"No";"No phone service";"DSL";"No";"Yes";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";29,600000;79,450000;"Yes";1,000000
"7881-INRLC";"Male";0;"No";"No";45;"Yes";"Yes";"Fiber optic";"No";"Yes";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Credit card (automatic)";100,850000;4740,000000;"Yes";1,000000
"1635-NZATJ";"Male";1;"Yes";"No";71;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Credit card (automatic)";25,450000;1789,650000;"No";2,768325
"4786-UKSNZ";"Male";0;"No";"No";1;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"No";"Mailed check";20,200000;20,200000;"Yes";1,000000
"5828-DWPIL";"Male";1;"Yes";"No";62;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"Yes";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";89,100000;5618,300000;"No";2,768325
"0011-IGKFF";"Male";1;"Yes";"No";13;"Yes";"No";"Fiber optic";"No";"Yes";"Yes";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";98,000000;1237,850000;"Yes";1,000000
"2202-CUYXZ";"Male";0;"No";"No";1;"Yes";"No";"Fiber optic";"No";"No";"Yes";"No";"Yes";"No";"Month-to-month";"Yes";"Electronic check";84,850000;84,850000;"Yes";1,000000
"4430-YHXGG";"Female";0;"No";"Yes";4;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"Yes";"Mailed check";25,450000;84,200000;"No";2,768325
"6888-SBYAI";"Male";0;"No";"No";1;"Yes";"No";"DSL";"Yes";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Mailed check";50,700000;50,700000;"No";2,768325
"2049-BAFNW";"Female";0;"No";"No";1;"No";"No phone service";"DSL";"No";"No";"Yes";"Yes";"No";"No";"Month-to-month";"No";"Mailed check";35,900000;35,900000;"No";2,768325
"9800-OUIGR";"Male";0;"Yes";"Yes";66;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Credit card (automatic)";20,000000;1374,200000;"No";2,768325
"1472-TNCWL";"Male";0;"No";"Yes";36;"Yes";"No";"Fiber optic";"No";"Yes";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";94,700000;3512,500000;"No";2,768325
"3727-RJMEO";"Male";0;"Yes";"No";6;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"Yes";"No";"Month-to-month";"Yes";"Electronic check";82,850000;460,250000;"Yes";1,000000
"4250-ZBWLV";"Male";0;"No";"No";68;"Yes";"Yes";"Fiber optic";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"One year";"No";"Electronic check";108,450000;7176,550000;"Yes";1,000000
"5649-TJHOV";"Male";1;"Yes";"No";27;"No";"No phone service";"DSL";"No";"No";"No";"No";"No";"Yes";"Month-to-month";"No";"Bank transfer (automatic)";36,500000;1032,000000;"Yes";1,000000
"0519-XUZJU";"Female";0;"No";"No";1;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"No";"Mailed check";70,750000;70,750000;"Yes";1,000000
"3363-EWLGO";"Female";0;"No";"No";5;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"No";"Mailed check";19,950000;109,600000;"No";2,768325
"6338-AVWCY";"Male";0;"No";"No";3;"No";"No phone service";"DSL";"No";"No";"Yes";"No";"Yes";"No";"Month-to-month";"Yes";"Mailed check";40,150000;130,750000;"Yes";1,000000
"4487-ZYJZK";"Female";0;"Yes";"Yes";38;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"One year";"No";"Credit card (automatic)";19,600000;763,100000;"No";2,768325
"0708-LGSMF";"Male";0;"Yes";"No";13;"Yes";"Yes";"DSL";"Yes";"No";"No";"No";"No";"Yes";"Month-to-month";"Yes";"Electronic check";65,850000;902,250000;"No";2,768325
"5081-NWSUP";"Female";0;"No";"No";10;"Yes";"No";"DSL";"No";"Yes";"No";"Yes";"No";"Yes";"One year";"No";"Mailed check";64,900000;685,550000;"No";2,768325
"9526-BIHHD";"Male";0;"No";"No";1;"No";"No phone service";"DSL";"Yes";"No";"No";"No";"No";"No";"Month-to-month";"No";"Mailed check";29,700000;29,700000;"Yes";1,000000
"5119-KEPFY";"Male";0;"Yes";"No";36;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Bank transfer (automatic)";95,000000;3440,250000;"No";2,768325
"8364-TRMMK";"Female";0;"No";"No";3;"Yes";"Yes";"DSL";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Mailed check";50,650000;151,300000;"Yes";1,000000
"3063-QFSZL";"Female";0;"No";"No";1;"Yes";"No";"DSL";"No";"No";"No";"No";"No";"Yes";"Month-to-month";"Yes";"Electronic check";55,400000;55,400000;"Yes";1,000000
"3565-UNOCC";"Female";1;"Yes";"No";29;"Yes";"Yes";"Fiber optic";"No";"No";"Yes";"No";"Yes";"Yes";"Month-to-month";"Yes";"Bank transfer (automatic)";99,050000;2952,850000;"Yes";1,000000
"5493-SDRDQ";"Male";0;"No";"No";2;"Yes";"No";"DSL";"Yes";"No";"Yes";"No";"No";"No";"Month-to-month";"Yes";"Mailed check";55,100000;113,350000;"Yes";1,000000
"1228-ZLNBX";"Male";0;"No";"No";21;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"No";"Mailed check";75,300000;1570,700000;"No";2,768325
"4226-KKDON";"Male";0;"No";"No";8;"Yes";"No";"DSL";"No";"Yes";"No";"Yes";"Yes";"No";"Month-to-month";"Yes";"Electronic check";66,650000;520,950000;"No";2,768325
"1095-JUDTC";"Female";1;"No";"No";47;"Yes";"Yes";"Fiber optic";"No";"Yes";"No";"Yes";"Yes";"No";"Month-to-month";"Yes";"Electronic check";95,050000;4504,550000;"Yes";1,000000
"3896-RCYYE";"Female";0;"No";"No";67;"No";"No phone service";"DSL";"No";"No";"Yes";"Yes";"Yes";"Yes";"Month-to-month";"Yes";"Credit card (automatic)";53,400000;3579,150000;"No";2,768325
"0870-VEMYL";"Female";0;"No";"No";5;"Yes";"No";"DSL";"Yes";"No";"No";"Yes";"No";"No";"Month-to-month";"No";"Credit card (automatic)";53,850000;259,800000;"Yes";1,000000
"5385-SUIRI";"Male";1;"Yes";"No";52;"Yes";"Yes";"Fiber optic";"Yes";"No";"Yes";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";104,200000;5568,350000;"Yes";1,000000
"4009-ALQFH";"Female";0;"No";"No";25;"Yes";"No";"Fiber optic";"No";"Yes";"Yes";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";99,500000;2369,050000;"Yes";1,000000
"2868-MZAGQ";"Male";0;"No";"No";1;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"Yes";"Month-to-month";"Yes";"Electronic check";79,250000;79,250000;"Yes";1,000000
"1658-XUHBX";"Female";1;"Yes";"Yes";59;"Yes";"Yes";"Fiber optic";"No";"No";"Yes";"No";"No";"Yes";"Month-to-month";"Yes";"Credit card (automatic)";88,750000;5348,650000;"No";2,768325
"8650-RHRKE";"Male";0;"No";"No";4;"No";"No phone service";"DSL";"No";"No";"Yes";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";29,650000;118,500000;"Yes";1,000000
"2867-UIMSS";"Male";0;"No";"No";1;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"Yes";"Month-to-month";"No";"Electronic check";80,500000;80,500000;"Yes";1,000000
"2868-LLSKM";"Female";0;"Yes";"Yes";68;"Yes";"Yes";"Fiber optic";"No";"Yes";"No";"Yes";"No";"No";"One year";"Yes";"Bank transfer (automatic)";83,650000;5733,400000;"No";2,768325
"3058-WQDRE";"Male";0;"No";"No";13;"No";"No phone service";"DSL";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Bank transfer (automatic)";25,150000;331,850000;"No";2,768325
"4439-JMPMT";"Female";0;"Yes";"Yes";5;"Yes";"No";"Fiber optic";"No";"No";"No";"Yes";"Yes";"No";"Month-to-month";"Yes";"Electronic check";85,750000;470,950000;"Yes";1,000000
"6537-OTKMY";"Male";0;"No";"No";15;"No";"No phone service";"DSL";"No";"No";"Yes";"No";"Yes";"Yes";"One year";"No";"Electronic check";50,750000;688,200000;"No";2,768325
"0130-SXOUN";"Male";0;"No";"No";66;"Yes";"Yes";"Fiber optic";"No";"Yes";"No";"No";"No";"Yes";"Month-to-month";"No";"Credit card (automatic)";89,400000;5976,900000;"No";2,768325
"3296-SILRA";"Female";1;"Yes";"No";1;"Yes";"No";"Fiber optic";"No";"Yes";"No";"No";"No";"No";"Month-to-month";"Yes";"Mailed check";76,400000;76,400000;"Yes";1,000000
"9681-OXGVC";"Female";0;"No";"No";5;"Yes";"Yes";"Fiber optic";"No";"No";"Yes";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";100,500000;514,000000;"Yes";1,000000
"5995-LFTLE";"Male";0;"No";"No";58;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"Yes";"Credit card (automatic)";25,300000;1474,350000;"No";2,768325
"6521-YYTYI";"Male";0;"No";"Yes";1;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";93,300000;93,300000;"Yes";1,000000
"7054-DMVAS";"Male";0;"No";"No";54;"Yes";"No";"DSL";"Yes";"Yes";"No";"No";"Yes";"No";"Two year";"Yes";"Bank transfer (automatic)";65,300000;3512,900000;"No";2,768325
"3428-MMGUB";"Male";0;"No";"No";60;"Yes";"Yes";"Fiber optic";"No";"No";"Yes";"No";"Yes";"No";"Two year";"Yes";"Electronic check";89,550000;5231,200000;"No";2,768325
